Adgroup;MaxCPC;Clicks;Impressions;CTR;AvgCPC;Costo;AvgPosicion;Qscore;Ventas;Costconv;Convrate;Allconv
Sweater Women English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;2,66;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;2;11;0,1818;0,16;0,31;2,5;6;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;1;48;0,0208;0,1;0,1;2,2;6;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;1;1;2;0,5;0,29;0,29;1,5;9;0;0;0,00;0
Sweater English;0,26;1;6;0,1667;0,01;0,01;1,3;9;0;0;0,00;0
Sock English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,35;3;35;0,0857;0,32;0,97;2,7;7;0;0;0,00;0
Rug English;0,24;14;2206;0,0063;0,19;2,71;1,6;5;0;0;0,00;0
Toddlers English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,63;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;4;27;0,1481;0,2;0,79;1,4;9;0;0;0,00;0
Sweater Men English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0;3;0;0;0,00;0
Toddlers English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Evo sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,28;156;19753;0,0079;0,07;11,43;2,6;2;1;11,43;64,00;1
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,36;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Rug English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,53;8;954;0,0084;0,16;1,28;1,2;9;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;4;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1,91;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,33;11;139;0,0791;0,2;2,2;1,3;4;0;0;0,00;0
Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;26;220;0,1182;0,08;2,14;1,3;6;0;0;0,00;0
Alpaca Generic English;0,08;0;10;0;0;0;1,5;7;0;0;0,00;0
Gloves English;0,18;0;21;0;0;0;1,8;7;0;0;0,00;0
Lluchus English;0,02;0;6;0;0;0;1; --;0;0;0,00;0
Hat English;1;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Women English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;1;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,06;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,52;2;112;0,0179;0,2;0,4;2,1;9;0;0;0,00;0
Poncho English;0,15;0;1;0;0;0;1;8;0;0;0,00;0
Bolivian Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,6;11;134;0,0821;0,22;2,37;1,6;7;0;0;0,00;0
Poncho English;0,2;20;1132;0,0177;0,15;2,95;2,3;7;0;0;0,00;0
Clothing English;0,28;1;25;0,04;0,11;0,11;2,5;5;0;0;0,00;0
Scarf English;1,77;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Bolivian Alpaca English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,38;1;21;0,0476;0,14;0,14;2,1;9;0;0;0,00;0
Scarf English;0,35;16;503;0,0318;0,21;3,35;1,8;7;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;6;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,34;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,44;21;437;0,0481;0,22;4,67;1,3;6;0;0;0,00;0
Poncho English;0,18;0;1;0;0;0;1; --;0;0;0,00;0
Poncho English;0,34;1;224;0,0045;0,12;0,12;1,6;7;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;6;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;1;55;0,0182;0,23;0,23;2,8;9;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,18;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;5;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,18;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,52;8;205;0,039;0,27;2,13;1,8;5;0;0;0,00;0
Poncho English;0,63;156;3271;0,0477;0,35;55,18;1,4;6;5;11,04;321,00;5
Poncho English;0,35;0;18;0;0;0;2,3;7;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,4;8;57;0,1404;0,27;2,14;3,9;7;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;1,31;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Women English;0,17;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Women English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Evo sweater English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,7;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,34;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Kids English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,19;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1,21;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,49;5;1086;0,0046;0,33;1,63;1,3;7;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,34;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,49;0;0;0;0;0;0; --;0;0;0,00;0
Evo sweater English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,07;0;0;0;0;0;0;7;0;0;0,00;0
Clothing English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,09;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,89;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,08;3;68;0,0441;0,06;0,18;1,4;6;0;0;0,00;0
Poncho English;0,56;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,12;0;0;0;0;0;0;7;0;0;0,00;0
Alpaca Generic English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Vest English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,09;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;3,25;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,16;9;520;0,0173;0,06;0,5;1,1;4;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,6;24;440;0,0545;0,16;3,78;2,5;6;2;1,89;833,00;2
Coat English;0,28;0;41;0;0;0;3,6;9;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Kids English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,75;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Lluchus English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,28;0;0;0;0;0;0;9;0;0;0,00;0
Sock English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Vest English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Rug English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,19;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;1,77;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;4;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,24;1;63;0,0159;0,02;0,02;1,3;6;0;0;0,00;0
Fur English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,24;26;265;0,0981;0,16;4,18;2;8;0;0;0,00;0
Alpaca Generic English;1;2;33;0,0606;0,32;0,63;1,2;7;0;0;0,00;0
Alpaca Generic English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,27;0;7;0;0;0;1;9;0;0;0,00;0
Sweater English;0,18;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,6;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0;6;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,47;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho Evo;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,29;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,9;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0;9;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,37;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,21;1;87;0,0115;0,15;0,15;2,7;6;0;0;0,00;0
Sweater English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0;4;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,33;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,37;0;30;0;0;0;1,1;6;0;0;0,00;0
Sweater English;0,14;1;19;0,0526;0,07;0,07;2,6;8;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,26;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;9;0;0;0,00;0
Vest English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,23;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;1,78;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;3;55;0,0545;0,09;0,28;1;6;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1,1;0;0;0;0;0;0; --;0;0;0,00;0
